TIMESTAMP,NEE,VPD,USTAR,TA,SW_IN,H,LE
201301040930,-4.225394,2.918914,1.073689,29.657560,779.318400,276.591702,75.422899
201301041000,-5.193532,3.194285,1.178713,30.811530,856.901900,399.814196,95.576937
201301041030,-3.952088,3.494919,1.030653,31.993160,923.527300,345.907718,64.175417
201301041100,-3.806639,3.677773,1.054339,32.622390,977.231000,337.218828,55.118962
201301041130,-3.327929,4.029788,1.013663,33.848100,1016.487000,381.529063,50.382651
201301041200,-2.958500,4.280994,0.970550,34.645510,1041.449000,408.915901,49.106754
201301041230,-3.228969,4.559098,1.020027,35.480660,1054.116000,499.747180,74.179906
201301041300,-1.987392,4.870649,1.217683,36.395780,1045.205000,601.854571,31.159764
201301041330,-1.791626,5.019980,1.097540,36.739760,1026.027000,567.210844,89.902777
201301041400,-1.500762,5.242906,1.178053,37.254930,995.952600,402.040457,56.172490
201301041430,-1.739013,5.475068,1.173272,37.879590,948.767900,427.891204,46.627842
201301041500,-1.872412,5.640136,1.246496,38.353240,883.928800,514.988913,59.048568
201301041530,-0.041106,5.756780,1.141975,38.615010,809.209800,445.227527,47.893112
201301041600,-1.040681,5.800862,1.051313,38.739640,724.382300,263.834775,38.286633
201301041630,-0.321450,5.885243,1.056960,38.951630,627.701800,257.780724,35.994699
201301041700,0.158781,5.894574,0.920200,38.940330,527.968300,205.856466,27.840053
201301041730,0.539135,5.900816,0.889763,38.937690,412.664100,186.615935,42.605536
201301041800,0.271398,5.905148,0.954084,38.928980,304.253900,112.180281,42.489548
201301041830,0.997824,5.884694,0.891499,38.893510,204.463800,58.322349,22.994428
201301041900,1.208495,5.758490,0.745328,38.578760,111.680000,-6.665368,22.216401
201301041930,2.992158,5.522938,0.792844,37.937530,37.951000,-49.282420,28.109887
201301042000,2.708203,5.178456,0.551473,37.009670,0.034010,-52.681069,17.224426
201301042030,2.027485,4.792788,0.417122,35.932030,-5.081901,-41.368757,13.333214
201301042100,4.862052,4.563590,0.516676,35.199920,-4.665823,-78.625685,30.947872
201301042130,5.355945,4.532149,0.538900,35.036870,-4.325578,-74.905812,25.050905
201301042200,3.469147,4.487307,0.474110,34.825950,-4.417129,-65.640702,26.399419
201301042230,4.303301,4.415879,0.589754,34.572230,-4.265305,-83.373959,20.923974
201301042300,1.845850,4.218561,0.568455,33.988250,-4.860933,-52.266881,8.296849
201301042330,2.727363,3.968275,0.476298,33.209020,-4.380693,-58.402838,10.873268
201301050000,3.576687,3.813983,0.527565,32.766650,-4.231884,-64.544772,-4.139806
201301050030,5.049152,3.665515,0.604566,32.361400,-4.165467,-85.224981,24.190602
201301050100,4.903023,3.490987,0.617731,31.844960,-4.335670,-70.396653,10.912916
201301050130,4.063880,3.365560,0.478379,31.418990,-4.154880,-64.434577,20.138426
201301050200,1.841060,3.382546,0.396921,31.405640,-4.112830,-37.386856,14.239274
201301050230,-9999.000000,3.385005,0.725121,31.470460,-3.769786,-9999.000000,11.254850
201301050300,3.674565,3.192067,0.577471,30.787290,-4.460941,-64.728022,10.672286
201301050330,5.094128,3.016805,0.627721,30.175400,-4.265184,-84.048530,13.390224
201301050400,2.765695,2.836804,0.435416,29.506590,-4.229735,-40.906170,4.031231
201301050430,3.100397,2.763570,0.447201,29.282180,-3.809944,-53.797984,3.744507
201301050500,0.220220,2.669555,0.124028,28.936250,-3.219488,-5.869675,2.140228
201301050530,-0.055362,2.681032,0.099984,29.064730,8.934169,0.413477,1.531273
201301050600,-9999.000000,2.249287,0.451643,27.149030,64.373990,-9999.000000,-9999.000000
201301050630,2.549774,2.266367,0.428374,26.994360,159.236100,-22.631093,47.112964
201301050700,0.212250,1.951105,0.760162,26.094570,258.372000,60.680256,63.212788
201301050730,-4.152577,1.415320,1.058704,24.074060,364.579800,244.766140,132.392847
201301050800,-3.659151,1.450106,0.868043,24.639760,472.817800,322.764615,113.607071
201301050830,-4.664752,1.613852,0.766894,25.573050,579.127100,177.864174,71.460833
201301050900,-5.557249,1.843521,0.699166,26.690900,679.677600,239.929976,103.072102
201301050930,-2.903553,2.181659,0.644649,28.003320,771.204100,267.824422,130.820450
201301051000,-3.963295,2.453928,0.629312,29.008140,851.478100,272.692722,94.940141
201301051030,-3.929246,2.628741,0.741636,29.770700,919.577800,311.163580,92.927782
